id,entity_id,asset_id,severity,status,opened_at,closed_at,escalation_level,closure_reason
al-021611,ent-011,asset-00081,high,closed,2026-06-01T14:23:48.939754,2026-06-02T03:23:48.939754,1,Remediated
al-021612,ent-012,asset-00090,medium,open,2026-06-01T14:16:48.939754,,1,
al-021613,ent-001,asset-00002,high,closed,2026-06-01T14:09:48.939754,2026-06-02T03:09:48.939754,1,Remediated
al-021614,ent-002,asset-00010,high,closed,2026-06-01T14:02:48.939754,2026-06-02T03:02:48.939754,1,Remediated
al-021615,ent-003,asset-00018,medium,closed,2026-06-01T13:55:48.939754,2026-06-01T14:40:48.939754,0,Duplicate alert
al-021616,ent-004,asset-00026,high,open,2026-06-01T13:48:48.939754,,1,
al-021617,ent-005,asset-00034,high,closed,2026-06-01T13:41:48.939754,2026-06-02T02:41:48.939754,1,Remediated
al-021618,ent-006,asset-00042,medium,closed,2026-06-01T13:34:48.939754,2026-06-02T02:34:48.939754,1,Remediated
al-021619,ent-007,asset-00050,critical,closed,2026-06-01T13:27:48.939754,2026-06-02T02:27:48.939754,0,Remediated
al-021620,ent-008,asset-00058,high,open,2026-06-01T13:20:48.939754,,1,
al-021621,ent-009,asset-00066,medium,closed,2026-06-01T13:13:48.939754,2026-06-02T02:13:48.939754,1,Remediated
al-021622,ent-010,asset-00074,high,closed,2026-06-01T13:06:48.939754,2026-06-02T02:06:48.939754,1,Remediated
al-021623,ent-011,asset-00082,high,closed,2026-06-01T12:59:48.939754,2026-06-02T01:59:48.939754,1,Remediated
al-021624,ent-012,asset-00091,medium,open,2026-06-01T12:52:48.939754,,0,Duplicate alert
al-021625,ent-001,asset-00003,high,closed,2026-06-01T12:45:48.939754,2026-06-02T01:45:48.939754,1,Remediated
al-021626,ent-002,asset-00011,high,closed,2026-06-01T12:38:48.939754,2026-06-02T01:38:48.939754,1,Remediated
al-021627,ent-003,asset-00019,medium,closed,2026-06-01T12:31:48.939754,2026-06-02T01:31:48.939754,1,Remediated
al-021628,ent-004,asset-00027,high,open,2026-06-01T12:24:48.939754,,1,
al-021629,ent-005,asset-00035,high,closed,2026-06-01T12:17:48.939754,2026-06-02T01:17:48.939754,1,Remediated
al-021630,ent-006,asset-00043,medium,closed,2026-06-01T12:10:48.939754,2026-06-02T01:10:48.939754,1,Remediated
al-021631,ent-007,asset-00051,high,closed,2026-06-01T12:03:48.939754,2026-06-02T01:03:48.939754,1,Remediated
al-021632,ent-008,asset-00059,critical,open,2026-06-01T11:56:48.939754,,0,
al-021633,ent-009,asset-00067,medium,closed,2026-06-01T11:49:48.939754,2026-06-02T00:49:48.939754,1,Remediated
al-021634,ent-010,asset-00075,high,closed,2026-06-01T11:42:48.939754,2026-06-02T00:42:48.939754,1,Remediated
al-021635,ent-011,asset-00083,high,closed,2026-06-01T11:35:48.939754,2026-06-02T00:35:48.939754,1,Remediated
al-021636,ent-012,asset-00092,medium,open,2026-06-01T11:28:48.939754,,1,
al-021637,ent-001,asset-00004,high,closed,2026-06-01T11:21:48.939754,2026-06-02T00:21:48.939754,1,Remediated
al-021638,ent-002,asset-00012,high,closed,2026-06-01T11:14:48.939754,2026-06-02T00:14:48.939754,1,Remediated
al-021639,ent-003,asset-00020,medium,closed,2026-06-01T11:07:48.939754,2026-06-02T00:07:48.939754,1,Remediated
al-021640,ent-004,asset-00028,high,open,2026-06-01T11:00:48.939754,,1,
al-021641,ent-005,asset-00036,high,closed,2026-06-01T10:53:48.939754,2026-06-01T11:38:48.939754,0,Duplicate alert
al-021642,ent-006,asset-00044,medium,closed,2026-06-01T10:46:48.939754,2026-06-01T23:46:48.939754,1,Remediated
al-021643,ent-007,asset-00052,high,closed,2026-06-01T10:39:48.939754,2026-06-01T23:39:48.939754,1,Remediated
al-021644,ent-008,asset-00060,high,open,2026-06-01T10:32:48.939754,,1,
al-021645,ent-009,asset-00068,critical,closed,2026-06-01T10:25:48.939754,2026-06-01T23:25:48.939754,0,Remediated
al-021646,ent-010,asset-00076,high,closed,2026-06-01T10:18:48.939754,2026-06-01T23:18:48.939754,1,Remediated
al-021647,ent-011,asset-00084,high,closed,2026-06-01T10:11:48.939754,2026-06-01T23:11:48.939754,1,Remediated
al-021648,ent-012,asset-00093,medium,open,2026-06-01T10:04:48.939754,,1,
al-021649,ent-001,asset-00005,high,closed,2026-06-01T09:57:48.939754,2026-06-01T22:57:48.939754,1,Remediated
al-021650,ent-002,asset-00013,high,closed,2026-06-01T09:50:48.939754,2026-06-01T22:50:48.939754,1,Remediated
al-021651,ent-003,asset-00021,medium,closed,2026-06-01T09:43:48.939754,2026-06-01T22:43:48.939754,1,Remediated
al-021652,ent-004,asset-00029,high,open,2026-06-01T09:36:48.939754,,1,
al-021653,ent-005,asset-00037,high,closed,2026-06-01T09:29:48.939754,2026-06-01T22:29:48.939754,1,Remediated
al-021654,ent-006,asset-00045,medium,closed,2026-06-01T09:22:48.939754,2026-06-01T22:22:48.939754,1,Remediated
al-021655,ent-007,asset-00053,high,closed,2026-06-01T09:15:48.939754,2026-06-01T22:15:48.939754,1,Remediated
al-021656,ent-008,asset-00061,high,open,2026-06-01T09:08:48.939754,,1,
al-021657,ent-009,asset-00069,medium,closed,2026-06-01T09:01:48.939754,2026-06-01T22:01:48.939754,1,Remediated
al-021658,ent-010,asset-00077,critical,closed,2026-06-01T08:54:48.939754,2026-06-01T09:39:48.939754,0,Duplicate alert
al-021659,ent-011,asset-00085,high,closed,2026-06-01T08:47:48.939754,2026-06-01T21:47:48.939754,1,Remediated
al-021660,ent-012,asset-00094,medium,open,2026-06-01T08:40:48.939754,,1,
al-021661,ent-001,asset-00006,high,closed,2026-06-01T08:33:48.939754,2026-06-01T21:33:48.939754,1,Remediated
al-021662,ent-002,asset-00014,high,closed,2026-06-01T08:26:48.939754,2026-06-01T21:26:48.939754,1,Remediated
al-021663,ent-003,asset-00022,medium,closed,2026-06-01T08:19:48.939754,2026-06-01T21:19:48.939754,1,Remediated
al-021664,ent-004,asset-00030,high,open,2026-06-01T08:12:48.939754,,1,
al-021665,ent-005,asset-00038,high,closed,2026-06-01T08:05:48.939754,2026-06-01T21:05:48.939754,1,Remediated
al-021666,ent-006,asset-00046,medium,closed,2026-06-01T07:58:48.939754,2026-06-01T20:58:48.939754,1,Remediated
al-021667,ent-007,asset-00054,high,closed,2026-06-01T07:51:48.939754,2026-06-01T20:51:48.939754,1,Remediated
al-021668,ent-008,asset-00062,high,open,2026-06-01T07:44:48.939754,,1,
al-021669,ent-009,asset-00070,medium,closed,2026-06-01T07:37:48.939754,2026-06-01T20:37:48.939754,1,Remediated
al-021670,ent-010,asset-00078,high,closed,2026-06-01T07:30:48.939754,2026-06-01T08:15:48.939754,0,Duplicate alert
al-021671,ent-011,asset-00086,critical,closed,2026-06-01T07:23:48.939754,2026-06-01T20:23:48.939754,0,Remediated
al-021672,ent-012,asset-00095,medium,open,2026-06-01T07:16:48.939754,,1,
al-021673,ent-001,asset-00007,high,closed,2026-06-01T07:09:48.939754,2026-06-01T20:09:48.939754,1,Remediated
al-021674,ent-002,asset-00015,high,closed,2026-06-01T07:02:48.939754,2026-06-01T20:02:48.939754,1,Remediated
al-021675,ent-003,asset-00023,medium,closed,2026-06-01T06:55:48.939754,2026-06-01T07:40:48.939754,0,Duplicate alert
al-021676,ent-004,asset-00031,high,open,2026-06-01T06:48:48.939754,,1,
al-021677,ent-005,asset-00039,high,closed,2026-06-01T06:41:48.939754,2026-06-01T19:41:48.939754,1,Remediated
al-021678,ent-006,asset-00047,medium,closed,2026-06-01T06:34:48.939754,2026-06-01T19:34:48.939754,1,Remediated
al-021679,ent-007,asset-00055,high,closed,2026-06-01T06:27:48.939754,2026-06-01T19:27:48.939754,1,Remediated
al-021680,ent-008,asset-00063,high,open,2026-06-01T06:20:48.939754,,1,
al-021681,ent-009,asset-00071,medium,closed,2026-06-01T06:13:48.939754,2026-06-01T19:13:48.939754,1,Remediated
al-021682,ent-010,asset-00079,high,closed,2026-06-01T06:06:48.939754,2026-06-01T19:06:48.939754,1,Remediated
al-021683,ent-011,asset-00087,high,closed,2026-06-01T05:59:48.939754,2026-06-01T18:59:48.939754,1,Remediated
al-021684,ent-012,asset-00096,critical,open,2026-06-01T05:52:48.939754,,0,
al-021685,ent-001,asset-00008,high,closed,2026-06-01T05:45:48.939754,2026-06-01T18:45:48.939754,1,Remediated
al-021686,ent-002,asset-00016,high,closed,2026-06-01T05:38:48.939754,2026-06-01T18:38:48.939754,1,Remediated
al-021687,ent-003,asset-00024,medium,closed,2026-06-01T05:31:48.939754,2026-06-01T18:31:48.939754,1,Remediated
al-021688,ent-004,asset-00032,high,open,2026-06-01T05:24:48.939754,,1,
al-021689,ent-005,asset-00040,high,closed,2026-06-01T05:17:48.939754,2026-06-01T18:17:48.939754,1,Remediated
al-021690,ent-006,asset-00048,medium,closed,2026-06-01T05:10:48.939754,2026-06-01T18:10:48.939754,1,Remediated
al-021691,ent-007,asset-00056,high,closed,2026-06-01T05:03:48.939754,2026-06-01T18:03:48.939754,1,Remediated
al-021692,ent-008,asset-00064,high,open,2026-06-01T04:56:48.939754,,0,Duplicate alert
al-021693,ent-009,asset-00072,medium,closed,2026-06-01T04:49:48.939754,2026-06-01T17:49:48.939754,1,Remediated
al-021694,ent-010,asset-00080,high,closed,2026-06-01T04:42:48.939754,2026-06-01T17:42:48.939754,1,Remediated
al-021695,ent-011,asset-00088,high,closed,2026-06-01T04:35:48.939754,2026-06-01T17:35:48.939754,1,Remediated
al-021696,ent-012,asset-00089,medium,open,2026-06-01T04:28:48.939754,,1,
al-021697,ent-001,asset-00001,critical,closed,2026-06-01T04:21:48.939754,2026-06-01T17:21:48.939754,0,Remediated
al-021698,ent-002,asset-00009,high,closed,2026-06-01T04:14:48.939754,2026-06-01T17:14:48.939754,1,Remediated
al-021699,ent-003,asset-00017,medium,closed,2026-06-01T04:07:48.939754,2026-06-01T17:07:48.939754,1,Remediated
al-021700,ent-004,asset-00025,high,open,2026-06-01T04:00:48.939754,,1,
al-021701,ent-005,asset-00033,high,closed,2026-06-01T03:53:48.939754,2026-06-01T16:53:48.939754,1,Remediated
al-021702,ent-006,asset-00041,medium,closed,2026-06-01T03:46:48.939754,2026-06-01T16:46:48.939754,1,Remediated
al-021703,ent-007,asset-00049,high,closed,2026-06-01T03:39:48.939754,2026-06-01T16:39:48.939754,1,Remediated
al-021704,ent-008,asset-00057,high,open,2026-06-01T03:32:48.939754,,1,
al-021705,ent-009,asset-00065,medium,closed,2026-06-01T03:25:48.939754,2026-06-01T16:25:48.939754,1,Remediated
al-021706,ent-010,asset-00073,high,closed,2026-06-01T03:18:48.939754,2026-06-01T16:18:48.939754,1,Remediated
al-021707,ent-011,asset-00081,high,closed,2026-06-01T03:11:48.939754,2026-06-01T16:11:48.939754,1,Remediated
al-021708,ent-012,asset-00090,medium,open,2026-06-01T03:04:48.939754,,1,
al-021709,ent-001,asset-00002,high,closed,2026-06-01T02:57:48.939754,2026-06-01T03:42:48.939754,0,Duplicate alert
al-021710,ent-002,asset-00010,critical,closed,2026-06-01T02:50:48.939754,2026-06-01T15:50:48.939754,0,Remediated
al-021711,ent-003,asset-00018,medium,closed,2026-06-01T02:43:48.939754,2026-06-01T15:43:48.939754,1,Remediated
al-021712,ent-004,asset-00026,high,open,2026-06-01T02:36:48.939754,,1,
al-021713,ent-005,asset-00034,high,closed,2026-06-01T02:29:48.939754,2026-06-01T15:29:48.939754,1,Remediated
al-021714,ent-006,asset-00042,medium,closed,2026-06-01T02:22:48.939754,2026-06-01T15:22:48.939754,1,Remediated
al-021715,ent-007,asset-00050,high,closed,2026-06-01T02:15:48.939754,2026-06-01T15:15:48.939754,1,Remediated
al-021716,ent-008,asset-00058,high,open,2026-06-01T02:08:48.939754,,1,
al-021717,ent-009,asset-00066,medium,closed,2026-06-01T02:01:48.939754,2026-06-01T15:01:48.939754,1,Remediated
al-021718,ent-010,asset-00074,high,closed,2026-06-01T01:54:48.939754,2026-06-01T14:54:48.939754,1,Remediated
al-021719,ent-011,asset-00082,high,closed,2026-06-01T01:47:48.939754,2026-06-01T14:47:48.939754,1,Remediated
al-021720,ent-012,asset-00091,medium,open,2026-06-01T01:40:48.939754,,1,
al-021721,ent-001,asset-00003,high,closed,2026-06-01T01:33:48.939754,2026-06-01T14:33:48.939754,1,Remediated
al-021722,ent-002,asset-00011,high,closed,2026-06-01T01:26:48.939754,2026-06-01T14:26:48.939754,1,Remediated
al-021723,ent-003,asset-00019,critical,closed,2026-06-01T01:19:48.939754,2026-06-01T14:19:48.939754,0,Remediated
al-021724,ent-004,asset-00027,high,open,2026-06-01T01:12:48.939754,,1,
al-021725,ent-005,asset-00035,high,closed,2026-06-01T01:05:48.939754,2026-06-01T14:05:48.939754,1,Remediated
al-021726,ent-006,asset-00043,medium,closed,2026-06-01T00:58:48.939754,2026-06-01T01:43:48.939754,0,Duplicate alert
al-021727,ent-007,asset-00051,high,closed,2026-06-01T00:51:48.939754,2026-06-01T13:51:48.939754,1,Remediated
al-021728,ent-008,asset-00059,high,open,2026-06-01T00:44:48.939754,,1,
al-021729,ent-009,asset-00067,medium,closed,2026-06-01T00:37:48.939754,2026-06-01T13:37:48.939754,1,Remediated
al-021730,ent-010,asset-00075,high,closed,2026-06-01T00:30:48.939754,2026-06-01T01:15:48.939754,0,Duplicate alert
al-021731,ent-011,asset-00083,high,closed,2026-06-01T00:23:48.939754,2026-06-01T13:23:48.939754,1,Remediated
al-021732,ent-012,asset-00092,medium,open,2026-06-01T00:16:48.939754,,1,
al-021733,ent-001,asset-00004,high,closed,2026-06-01T00:09:48.939754,2026-06-01T13:09:48.939754,1,Remediated
al-021734,ent-002,asset-00012,high,closed,2026-06-01T00:02:48.939754,2026-06-01T13:02:48.939754,1,Remediated
al-021735,ent-003,asset-00020,medium,closed,2026-05-31T23:55:48.939754,2026-06-01T00:40:48.939754,0,Duplicate alert
al-021736,ent-004,asset-00028,critical,open,2026-05-31T23:48:48.939754,,0,
al-021737,ent-005,asset-00036,high,closed,2026-05-31T23:41:48.939754,2026-06-01T12:41:48.939754,1,Remediated
al-021738,ent-006,asset-00044,medium,closed,2026-05-31T23:34:48.939754,2026-06-01T12:34:48.939754,1,Remediated
al-021739,ent-007,asset-00052,high,closed,2026-05-31T23:27:48.939754,2026-06-01T12:27:48.939754,1,Remediated
al-021740,ent-008,asset-00060,high,open,2026-05-31T23:20:48.939754,,1,
al-021741,ent-009,asset-00068,medium,closed,2026-05-31T23:13:48.939754,2026-06-01T12:13:48.939754,1,Remediated
al-021742,ent-010,asset-00076,high,closed,2026-05-31T23:06:48.939754,2026-06-01T12:06:48.939754,1,Remediated
al-021743,ent-011,asset-00084,high,closed,2026-05-31T22:59:48.939754,2026-05-31T23:44:48.939754,0,Duplicate alert
al-021744,ent-012,asset-00093,medium,open,2026-05-31T22:52:48.939754,,1,
al-021745,ent-001,asset-00005,high,closed,2026-05-31T22:45:48.939754,2026-06-01T11:45:48.939754,1,Remediated
al-021746,ent-002,asset-00013,high,closed,2026-05-31T22:38:48.939754,2026-06-01T11:38:48.939754,1,Remediated
al-021747,ent-003,asset-00021,medium,closed,2026-05-31T22:31:48.939754,2026-06-01T11:31:48.939754,1,Remediated
al-021748,ent-004,asset-00029,high,open,2026-05-31T22:24:48.939754,,1,
al-021749,ent-005,asset-00037,critical,closed,2026-05-31T22:17:48.939754,2026-06-01T11:17:48.939754,0,Remediated
al-021750,ent-006,asset-00045,medium,closed,2026-05-31T22:10:48.939754,2026-06-01T11:10:48.939754,1,Remediated
al-021751,ent-007,asset-00053,high,closed,2026-05-31T22:03:48.939754,2026-06-01T11:03:48.939754,1,Remediated
al-021752,ent-008,asset-00061,high,open,2026-05-31T21:56:48.939754,,1,
al-021753,ent-009,asset-00069,medium,closed,2026-05-31T21:49:48.939754,2026-06-01T10:49:48.939754,1,Remediated
al-021754,ent-010,asset-00077,high,closed,2026-05-31T21:42:48.939754,2026-06-01T10:42:48.939754,1,Remediated
al-021755,ent-011,asset-00085,high,closed,2026-05-31T21:35:48.939754,2026-06-01T10:35:48.939754,1,Remediated
al-021756,ent-012,asset-00094,medium,open,2026-05-31T21:28:48.939754,,1,
al-021757,ent-001,asset-00006,high,closed,2026-05-31T21:21:48.939754,2026-06-01T10:21:48.939754,1,Remediated
al-021758,ent-002,asset-00014,high,closed,2026-05-31T21:14:48.939754,2026-06-01T10:14:48.939754,1,Remediated
al-021759,ent-003,asset-00022,medium,closed,2026-05-31T21:07:48.939754,2026-06-01T10:07:48.939754,1,Remediated
al-021760,ent-004,asset-00030,high,open,2026-05-31T21:00:48.939754,,0,Duplicate alert
al-021761,ent-005,asset-00038,high,closed,2026-05-31T20:53:48.939754,2026-06-01T09:53:48.939754,1,Remediated
al-021762,ent-006,asset-00046,critical,closed,2026-05-31T20:46:48.939754,2026-06-01T09:46:48.939754,0,Remediated
al-021763,ent-007,asset-00054,high,closed,2026-05-31T20:39:48.939754,2026-06-01T09:39:48.939754,1,Remediated
al-021764,ent-008,asset-00062,high,open,2026-05-31T20:32:48.939754,,1,
al-021765,ent-009,asset-00070,medium,closed,2026-05-31T20:25:48.939754,2026-06-01T09:25:48.939754,1,Remediated
al-021766,ent-010,asset-00078,high,closed,2026-05-31T20:18:48.939754,2026-06-01T09:18:48.939754,1,Remediated
al-021767,ent-011,asset-00086,high,closed,2026-05-31T20:11:48.939754,2026-06-01T09:11:48.939754,1,Remediated
al-021768,ent-012,asset-00095,medium,open,2026-05-31T20:04:48.939754,,1,
al-021769,ent-001,asset-00007,high,closed,2026-05-31T19:57:48.939754,2026-06-01T08:57:48.939754,1,Remediated
al-021770,ent-002,asset-00015,high,closed,2026-05-31T19:50:48.939754,2026-06-01T08:50:48.939754,1,Remediated
al-021771,ent-003,asset-00023,medium,closed,2026-05-31T19:43:48.939754,2026-06-01T08:43:48.939754,1,Remediated
al-021772,ent-004,asset-00031,high,open,2026-05-31T19:36:48.939754,,1,
al-021773,ent-005,asset-00039,high,closed,2026-05-31T19:29:48.939754,2026-06-01T08:29:48.939754,1,Remediated
al-021774,ent-006,asset-00047,medium,closed,2026-05-31T19:22:48.939754,2026-06-01T08:22:48.939754,1,Remediated
al-021775,ent-007,asset-00055,critical,closed,2026-05-31T19:15:48.939754,2026-06-01T08:15:48.939754,0,Remediated
al-021776,ent-008,asset-00063,high,open,2026-05-31T19:08:48.939754,,1,
al-021777,ent-009,asset-00071,medium,closed,2026-05-31T19:01:48.939754,2026-05-31T19:46:48.939754,0,Duplicate alert
al-021778,ent-010,asset-00079,high,closed,2026-05-31T18:54:48.939754,2026-06-01T07:54:48.939754,1,Remediated
al-021779,ent-011,asset-00087,high,closed,2026-05-31T18:47:48.939754,2026-06-01T07:47:48.939754,1,Remediated
al-021780,ent-012,asset-00096,medium,open,2026-05-31T18:40:48.939754,,1,
al-021781,ent-001,asset-00008,high,closed,2026-05-31T18:33:48.939754,2026-06-01T07:33:48.939754,1,Remediated
al-021782,ent-002,asset-00016,high,closed,2026-05-31T18:26:48.939754,2026-06-01T07:26:48.939754,1,Remediated
al-021783,ent-003,asset-00024,medium,closed,2026-05-31T18:19:48.939754,2026-06-01T07:19:48.939754,1,Remediated
al-021784,ent-004,asset-00032,high,open,2026-05-31T18:12:48.939754,,1,
al-021785,ent-005,asset-00040,high,closed,2026-05-31T18:05:48.939754,2026-06-01T07:05:48.939754,1,Remediated
al-021786,ent-006,asset-00048,medium,closed,2026-05-31T17:58:48.939754,2026-06-01T06:58:48.939754,1,Remediated
al-021787,ent-007,asset-00056,high,closed,2026-05-31T17:51:48.939754,2026-06-01T06:51:48.939754,1,Remediated
al-021788,ent-008,asset-00064,critical,open,2026-05-31T17:44:48.939754,,0,
al-021789,ent-009,asset-00072,medium,closed,2026-05-31T17:37:48.939754,2026-06-01T06:37:48.939754,1,Remediated
al-021790,ent-010,asset-00080,high,closed,2026-05-31T17:30:48.939754,2026-05-31T18:15:48.939754,0,Duplicate alert
al-021791,ent-011,asset-00088,high,closed,2026-05-31T17:23:48.939754,2026-06-01T06:23:48.939754,1,Remediated
al-021792,ent-012,asset-00089,medium,open,2026-05-31T17:16:48.939754,,1,
al-021793,ent-001,asset-00001,high,closed,2026-05-31T17:09:48.939754,2026-06-01T06:09:48.939754,1,Remediated
al-021794,ent-002,asset-00009,high,closed,2026-05-31T17:02:48.939754,2026-05-31T17:47:48.939754,0,Duplicate alert
al-021795,ent-003,asset-00017,medium,closed,2026-05-31T16:55:48.939754,2026-05-31T17:40:48.939754,0,Duplicate alert
al-021796,ent-004,asset-00025,high,open,2026-05-31T16:48:48.939754,,1,
al-021797,ent-005,asset-00033,high,closed,2026-05-31T16:41:48.939754,2026-06-01T05:41:48.939754,1,Remediated
al-021798,ent-006,asset-00041,medium,closed,2026-05-31T16:34:48.939754,2026-06-01T05:34:48.939754,1,Remediated
al-021799,ent-007,asset-00049,high,closed,2026-05-31T16:27:48.939754,2026-06-01T05:27:48.939754,1,Remediated
al-021800,ent-008,asset-00057,high,open,2026-05-31T16:20:48.939754,,1,
al-021801,ent-009,asset-00065,critical,closed,2026-05-31T16:13:48.939754,2026-06-01T05:13:48.939754,0,Remediated
al-021802,ent-010,asset-00073,high,closed,2026-05-31T16:06:48.939754,2026-06-01T05:06:48.939754,1,Remediated
al-021803,ent-011,asset-00081,high,closed,2026-05-31T15:59:48.939754,2026-06-01T04:59:48.939754,1,Remediated
al-021804,ent-012,asset-00090,medium,open,2026-05-31T15:52:48.939754,,1,
al-021805,ent-001,asset-00002,high,closed,2026-05-31T15:45:48.939754,2026-06-01T04:45:48.939754,1,Remediated
al-021806,ent-002,asset-00010,high,closed,2026-05-31T15:38:48.939754,2026-06-01T04:38:48.939754,1,Remediated
